name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
,2982,2982_AB,,,1169,9555, Outlying CBD_Centroid Connectors,1,0.29936,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938150,33.443672,0.0 -111.935139,33.447207,0.0</coordinates></LineString>","<LineString><coordinates>-111.938153,33.443675,0.0 -111.935142,33.447210,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2982,,,
,2982,2982_BA,,,9555,1169, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935145,33.447213,0.0 -111.938156,33.443678,0.0</coordinates></LineString>","<LineString><coordinates>-111.935142,33.447210,0.0 -111.938153,33.443675,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2982,,,
,2983,2983_AB,,,1169,9699, Outlying CBD_Centroid Connectors,1,0.47206,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938154,33.443679,0.0 -111.945756,33.441169,0.0</coordinates></LineString>","<LineString><coordinates>-111.938153,33.443675,0.0 -111.945755,33.441165,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2983,,,
,2983,2983_BA,,,9699,1169, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.945754,33.441161,0.0 -111.938152,33.443671,0.0</coordinates></LineString>","<LineString><coordinates>-111.945755,33.441165,0.0 -111.938153,33.443675,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2983,,,
,2984,2984_AB,,,1169,9731, Outlying CBD_Centroid Connectors,1,0.30525,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938156,33.443672,0.0 -111.935047,33.440091,0.0</coordinates></LineString>","<LineString><coordinates>-111.938153,33.443675,0.0 -111.935044,33.440094,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2984,,,
,2984,2984_BA,,,9731,1169, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935041,33.440097,0.0 -111.938150,33.443678,0.0</coordinates></LineString>","<LineString><coordinates>-111.935044,33.440094,0.0 -111.938153,33.443675,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2984,,,
,2985,2985_AB,,,1166,9554, Outlying CBD_Centroid Connectors,1,0.22392,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929861,33.447267,0.0 -111.926423,33.448767,0.0</coordinates></LineString>","<LineString><coordinates>-111.929863,33.447271,0.0 -111.926425,33.448771,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2985,,,
,2985,2985_BA,,,9554,1166, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926427,33.448775,0.0 -111.929865,33.447275,0.0</coordinates></LineString>","<LineString><coordinates>-111.926425,33.448771,0.0 -111.929863,33.447271,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2985,,,
,2986,2986_AB,,,1166,9666, Outlying CBD_Centroid Connectors,1,0.30301,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929866,33.447268,0.0 -111.926364,33.443995,0.0</coordinates></LineString>","<LineString><coordinates>-111.929863,33.447271,0.0 -111.926361,33.443998,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2986,,,
,2986,2986_BA,,,9666,1166, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926358,33.444001,0.0 -111.929860,33.447274,0.0</coordinates></LineString>","<LineString><coordinates>-111.926361,33.443998,0.0 -111.929863,33.447271,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2986,,,
,2987,2987_AB,,,1166,13953, Outlying CBD_Centroid Connectors,1,0.27327,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929859,33.447270,0.0 -111.929102,33.451184,0.0</coordinates></LineString>","<LineString><coordinates>-111.929863,33.447271,0.0 -111.929106,33.451185,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2987,,,
,2987,2987_BA,,,13953,1166, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929110,33.451186,0.0 -111.929867,33.447272,0.0</coordinates></LineString>","<LineString><coordinates>-111.929106,33.451185,0.0 -111.929863,33.447271,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2987,,,
,2988,2988_AB,,,1167,9939,CBD_Centroid Connectors,1,0.43095,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941747,33.425610,0.0 -111.943919,33.431592,0.0</coordinates></LineString>","<LineString><coordinates>-111.941751,33.425609,0.0 -111.943923,33.431591,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2988,,,
,2988,2988_BA,,,9939,1167,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.943927,33.431590,0.0 -111.941755,33.425608,0.0</coordinates></LineString>","<LineString><coordinates>-111.943923,33.431591,0.0 -111.941751,33.425609,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2988,,,
,2989,2989_AB,,,1167,10093,CBD_Centroid Connectors,1,0.10179,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941751,33.425605,0.0 -111.939995,33.425490,0.0</coordinates></LineString>","<LineString><coordinates>-111.941751,33.425609,0.0 -111.939995,33.425494,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2989,,,
,2989,2989_BA,,,10093,1167,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.939995,33.425498,0.0 -111.941751,33.425613,0.0</coordinates></LineString>","<LineString><coordinates>-111.939995,33.425494,0.0 -111.941751,33.425609,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2989,,,
University Dr,23258,23258_AB,,,38945,10215,CBD_Major Arterials ,1,0.29006,2,35.0000,35.0000,737.0000,106,190.0,12.0,"",0.0,"<LineString><coordinates>-111.942289,33.421934,0.0 -111.947308,33.421904,0.0</coordinates></LineString>","<LineString><coordinates>-111.942289,33.421930,0.0 -111.947308,33.421900,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,23258,,,
University Dr,23258,23258_BA,,,10215,38945,CBD_Major Arterials ,1,0.29006,2,35.0000,35.0000,737.0000,106,190.0,12.0,"",0.0,"<LineString><coordinates>-111.947308,33.421896,0.0 -111.942289,33.421926,0.0</coordinates></LineString>","<LineString><coordinates>-111.947308,33.421900,0.0 -111.942289,33.421930,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,23258,,,
,2991,2991_AB,,,1167,38945,CBD_Centroid Connectors,1,0.25545,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941755,33.425610,0.0 -111.942293,33.421931,0.0</coordinates></LineString>","<LineString><coordinates>-111.941751,33.425609,0.0 -111.942289,33.421930,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2991,,,
,2991,2991_BA,,,38945,1167,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.942285,33.421929,0.0 -111.941747,33.425608,0.0</coordinates></LineString>","<LineString><coordinates>-111.942289,33.421930,0.0 -111.941751,33.425609,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2991,,,
,2992,2992_AB,,,1168,31131,CBD_Centroid Connectors,1,0.08686,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937443,33.424428,0.0 -111.936619,33.425482,0.0</coordinates></LineString>","<LineString><coordinates>-111.937446,33.424431,0.0 -111.936622,33.425485,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2992,,,
,2992,2992_BA,,,31131,1168,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.936625,33.425488,0.0 -111.937449,33.424434,0.0</coordinates></LineString>","<LineString><coordinates>-111.936622,33.425485,0.0 -111.937446,33.424431,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2992,,,
,2993,2993_AB,,,1168,13960,CBD_Centroid Connectors,1,0.17885,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937450,33.424430,0.0 -111.936637,33.421926,0.0</coordinates></LineString>","<LineString><coordinates>-111.937446,33.424431,0.0 -111.936633,33.421927,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2993,,,
,2993,2993_BA,,,13960,1168,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.936629,33.421928,0.0 -111.937442,33.424432,0.0</coordinates></LineString>","<LineString><coordinates>-111.936633,33.421927,0.0 -111.937446,33.424431,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2993,,,
,2995,2995_AB,,,1170,43718,CBD_Centroid Connectors,1,0.31321,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941655,33.414609,0.0 -111.943244,33.418954,0.0</coordinates></LineString>","<LineString><coordinates>-111.941659,33.414607,0.0 -111.943248,33.418952,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2995,,,
,2995,2995_BA,,,43718,1170,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.943252,33.418950,0.0 -111.941663,33.414605,0.0</coordinates></LineString>","<LineString><coordinates>-111.943248,33.418952,0.0 -111.941659,33.414607,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2995,,,
,2996,2996_AB,,,1170,43719,CBD_Centroid Connectors,1,0.50315,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941663,33.414608,0.0 -111.942756,33.407365,0.0</coordinates></LineString>","<LineString><coordinates>-111.941659,33.414607,0.0 -111.942752,33.407364,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2996,,,
,2996,2996_BA,,,43719,1170,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.942748,33.407363,0.0 -111.941655,33.414606,0.0</coordinates></LineString>","<LineString><coordinates>-111.942752,33.407364,0.0 -111.941659,33.414607,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2996,,,
,2997,2997_AB,,,1170,10375,CBD_Centroid Connectors,1,0.10147,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.941659,33.414603,0.0 -111.939916,33.414779,0.0</coordinates></LineString>","<LineString><coordinates>-111.941659,33.414607,0.0 -111.939916,33.414783,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2997,,,
,2997,2997_BA,,,10375,1170,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.939916,33.414787,0.0 -111.941659,33.414611,0.0</coordinates></LineString>","<LineString><coordinates>-111.939916,33.414783,0.0 -111.941659,33.414607,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2997,,,
,2998,2998_AB,,,1171,43716,CBD_Centroid Connectors,1,0.19544,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937171,33.419275,0.0 -111.938038,33.422016,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.419274,0.0 -111.938042,33.422015,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2998,,,
,2998,2998_BA,,,43716,1171,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938046,33.422014,0.0 -111.937179,33.419273,0.0</coordinates></LineString>","<LineString><coordinates>-111.938042,33.422015,0.0 -111.937175,33.419274,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2998,,,
,2999,2999_AB,,,1171,43709,CBD_Centroid Connectors,1,0.17715,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937173,33.419278,0.0 -111.939974,33.420322,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.419274,0.0 -111.939976,33.420318,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2999,,,
,2999,2999_BA,,,43709,1171,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.939978,33.420314,0.0 -111.937177,33.419270,0.0</coordinates></LineString>","<LineString><coordinates>-111.939976,33.420318,0.0 -111.937175,33.419274,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,2999,,,
,3000,3000_AB,,,1171,43717,CBD_Centroid Connectors,1,0.31529,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937179,33.419273,0.0 -111.935964,33.414813,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.419274,0.0 -111.935960,33.414814,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3000,,,
,3000,3000_BA,,,43717,1171,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935956,33.414815,0.0 -111.937171,33.419275,0.0</coordinates></LineString>","<LineString><coordinates>-111.935960,33.414814,0.0 -111.937175,33.419274,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3000,,,
,3001,3001_AB,,,1172,43714,CBD_Centroid Connectors,1,0.19780,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937171,33.411861,0.0 -111.937196,33.414731,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.411861,0.0 -111.937200,33.414731,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3001,,,
,3001,3001_BA,,,43714,1172,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937204,33.414731,0.0 -111.937179,33.411861,0.0</coordinates></LineString>","<LineString><coordinates>-111.937200,33.414731,0.0 -111.937175,33.411861,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3001,,,
,3002,3002_AB,,,1172,43713,CBD_Centroid Connectors,1,0.12773,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937175,33.411857,0.0 -111.934969,33.411747,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.411861,0.0 -111.934969,33.411751,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3002,,,
,3002,3002_BA,,,43713,1172,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.934969,33.411755,0.0 -111.937175,33.411865,0.0</coordinates></LineString>","<LineString><coordinates>-111.934969,33.411751,0.0 -111.937175,33.411861,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3002,,,
,3003,3003_AB,,,1172,10463,CBD_Centroid Connectors,1,0.17044,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937177,33.411865,0.0 -111.939864,33.410846,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.411861,0.0 -111.939862,33.410842,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3003,,,
,3003,3003_BA,,,10463,1172,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.939860,33.410838,0.0 -111.937173,33.411857,0.0</coordinates></LineString>","<LineString><coordinates>-111.939862,33.410842,0.0 -111.937175,33.411861,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3003,,,
,3004,3004_AB,,,1172,10572,CBD_Centroid Connectors,1,0.33147,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.937179,33.411859,0.0 -111.934893,33.407448,0.0</coordinates></LineString>","<LineString><coordinates>-111.937175,33.411861,0.0 -111.934889,33.407450,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3004,,,
,3004,3004_BA,,,10572,1172,CBD_Centroid Connectors,1,1.66500,1,15.0000,15.0000,99999.0000,105,190.0,12.0,"",0.0,"<LineString><coordinates>-111.934885,33.407452,0.0 -111.937171,33.411863,0.0</coordinates></LineString>","<LineString><coordinates>-111.934889,33.407450,0.0 -111.937175,33.411861,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3004,,,
,3005,3005_AB,,,1173,9426, Outlying CBD_Centroid Connectors,1,0.47357,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.921568,33.445123,0.0 -111.917836,33.451241,0.0</coordinates></LineString>","<LineString><coordinates>-111.921572,33.445125,0.0 -111.917840,33.451243,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3005,,,
,3005,3005_BA,,,9426,1173, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.917844,33.451245,0.0 -111.921576,33.445127,0.0</coordinates></LineString>","<LineString><coordinates>-111.917840,33.451243,0.0 -111.921572,33.445125,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3005,,,
,3006,3006_AB,,,1173,9666, Outlying CBD_Centroid Connectors,1,0.28738,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.921573,33.445129,0.0 -111.926362,33.444002,0.0</coordinates></LineString>","<LineString><coordinates>-111.921572,33.445125,0.0 -111.926361,33.443998,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3006,,,
,3006,3006_BA,,,9666,1173, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926360,33.443994,0.0 -111.921571,33.445121,0.0</coordinates></LineString>","<LineString><coordinates>-111.926361,33.443998,0.0 -111.921572,33.445125,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3006,,,
,30728,30728_AB,,,2957,9671, Outlying CBD_Centroid Connectors,1,0.26156,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.912598,33.446736,0.0 -111.909447,33.444011,0.0</coordinates></LineString>","<LineString><coordinates>-111.912595,33.446739,0.0 -111.909444,33.444014,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,30728,,,
,30728,30728_BA,,,9671,2957, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909441,33.444017,0.0 -111.912592,33.446742,0.0</coordinates></LineString>","<LineString><coordinates>-111.909444,33.444014,0.0 -111.912595,33.446739,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,30728,,,
,3008,3008_AB,,,1173,12224, Outlying CBD_Centroid Connectors,1,0.38751,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.921575,33.445122,0.0 -111.917956,33.440388,0.0</coordinates></LineString>","<LineString><coordinates>-111.921572,33.445125,0.0 -111.917953,33.440391,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3008,,,
,3008,3008_BA,,,12224,1173, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.917950,33.440394,0.0 -111.921569,33.445128,0.0</coordinates></LineString>","<LineString><coordinates>-111.917953,33.440391,0.0 -111.921572,33.445125,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3008,,,
,3012,3012_AB,,,1175,10039, Outlying CBD_Centroid Connectors,1,0.25569,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.916945,33.425596,0.0 -111.917705,33.429251,0.0</coordinates></LineString>","<LineString><coordinates>-111.916949,33.425595,0.0 -111.917709,33.429250,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3012,,,
,3012,3012_BA,,,10039,1175, Outlying CBD_Centroid Connectors,1,1.66500,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.917713,33.429249,0.0 -111.916953,33.425594,0.0</coordinates></LineString>","<LineString><coordinates>-111.917709,33.429250,0.0 -111.916949,33.425595,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3012,,,
,3013,3013_AB,,,1175,10202, Outlying CBD_Centroid Connectors,1,0.25196,1,20.0000,20.0000,99999.0000,205,190.0,12.0,"",0.0,"<LineString><coordinates>-111.916953,33.425596,0.0 -111.917693,33.421993,0.0</coordinates></LineString>","<LineString><coordinates>-111.916949,33.425595,0.0 -111.917689,33.421992,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,3013,,,
